url,name,api,api_data,quality,quality_reported_at,temperature,temperature_reported_at
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/holmen,Holmen,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/garnes,Garnes,/api/portlet/badeplass/017,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 10. juli', 'temperature': '17,4°C', 'temperature_reported_at': 'Sist målt: 24. juli klokken 09:30'}",God,2023-07-10T00:00:00,17.4,2023-07-24T09:30:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/kalvtrevikaheggelandsvika,Kalvtrevika/Heggelandsvika,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/helleneset,Helleneset,/api/portlet/badeplass/011,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 10. juli', 'temperature': '18,2°C', 'temperature_reported_at': 'Sist målt: 24. juli klokken 12:05'}",God,2023-07-10T00:00:00,18.2,2023-07-24T12:05:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/nordnes-sjobad,Nordnes Sjøbad,/api/portlet/badeplass/035,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 11. juli', 'temperature': '14,3°C', 'temperature_reported_at': 'Sist målt: 19. juli klokken 09:15'}",God,2023-07-11T00:00:00,14.3,2023-07-19T09:15:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/sandviken-sjobad,Sandviken sjøbad,/api/portlet/badeplass/027,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 10. juli', 'temperature': '16,8°C', 'temperature_reported_at': 'Sist målt: 24. juli klokken 12:15'}",God,2023-07-10T00:00:00,16.8,2023-07-24T12:15:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/marineholmen-sandstrand,Marineholmen sandstrand,/api/portlet/badeplass/034,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 11. juli', 'temperature': '14,8°C', 'temperature_reported_at': 'Sist målt: 19. juli klokken 09:30'}",God,2023-07-11T00:00:00,14.8,2023-07-19T09:30:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/mjolkevika,Mjølkevika,/api/portlet/badeplass/014,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 21. juli', 'temperature': '19,8°C', 'temperature_reported_at': 'Sist målt: 24. juli klokken 08:45'}",God,2023-07-21T00:00:00,19.8,2023-07-24T08:45:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/skjoldabukta,Skjoldabukta,/api/portlet/badeplass/028,"{'quality': 'Mindre god', 'quality_reported_at': 'Sist målt: 12. juli', 'temperature': '17,1°C', 'temperature_reported_at': 'Sist målt: 18. juli klokken 07:50'}",Mindre god,2023-07-12T00:00:00,17.1,2023-07-18T07:50:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/gamlehaugen,Gamlehaugen,/api/portlet/badeplass/016,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '21,3°C', 'temperature_reported_at': 'Sist målt: 18. juli klokken 12:15'}",God,2023-07-06T00:00:00,21.3,2023-07-18T12:15:00
