url,name,api,api_data,quality,quality_reported_at,temperature,temperature_reported_at
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/holmen,Holmen,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/garnes,Garnes,/api/portlet/badeplass/017,"{'quality': 'Mindre god', 'quality_reported_at': 'Sist målt: 3. juli', 'temperature': '18,5°C', 'temperature_reported_at': 'Sist målt: 10. juli klokken 08:20'}",Mindre god,2023-07-03T00:00:00,18.5,2023-07-10T08:20:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/kalvtrevikaheggelandsvika,Kalvtrevika/Heggelandsvika,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/helleneset,Helleneset,/api/portlet/badeplass/011,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '19,1°C', 'temperature_reported_at': 'Sist målt: 10. juli klokken 11:10'}",God,2023-07-04T00:00:00,19.1,2023-07-10T11:10:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/nordnes-sjobad,Nordnes Sjøbad,/api/portlet/badeplass/035,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '16,8°C', 'temperature_reported_at': 'Sist målt: 6. juli klokken 09:50'}",God,2023-07-06T00:00:00,16.8,2023-07-06T09:50:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/sandviken-sjobad,Sandviken sjøbad,/api/portlet/badeplass/027,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '19,0°C', 'temperature_reported_at': 'Sist målt: 10. juli klokken 11:25'}",God,2023-07-06T00:00:00,19.0,2023-07-10T11:25:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/marineholmen-sandstrand,Marineholmen sandstrand,/api/portlet/badeplass/034,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '16,9°C', 'temperature_reported_at': 'Sist målt: 6. juli klokken 09:25'}",God,2023-07-06T00:00:00,16.9,2023-07-06T09:25:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/mjolkevika,Mjølkevika,/api/portlet/badeplass/014,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '18,7°C', 'temperature_reported_at': 'Sist målt: 4. juli klokken 10:10'}",God,2023-07-04T00:00:00,18.7,2023-07-04T10:10:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/skjoldabukta,Skjoldabukta,/api/portlet/badeplass/028,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '17,9°C', 'temperature_reported_at': 'Sist målt: 4. juli klokken 09:30'}",God,2023-07-04T00:00:00,17.9,2023-07-04T09:30:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/gamlehaugen,Gamlehaugen,/api/portlet/badeplass/016,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '18,7°C', 'temperature_reported_at': 'Sist målt: 6. juli klokken 07:55'}",God,2023-07-06T00:00:00,18.7,2023-07-06T07:55:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/notabunesetsaganeset,Notabuneset/Saganeset,/api/portlet/badeplass/026,"{'quality': 'Mindre god', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '16,7°C', 'temperature_reported_at': 'Sist målt: 4. juli klokken 09:55'}",Mindre god,2023-07-04T00:00:00,16.7,2023-07-04T09:55:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fyllingsdalen/kyrkjetangen,Kyrkjetangen,/api/portlet/badeplass/013,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '17,5°C', 'temperature_reported_at': 'Sist målt: 4. juli klokken 12:15'}",God,2023-07-04T00:00:00,17.5,2023-07-04T12:15:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fyllingsdalen/storavatnet-krohnegarden,Storavatnet - Krohnegården,/api/portlet/badeplass/023,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '18,4°C', 'temperature_reported_at': 'Sist målt: 6. juli klokken 09:10'}",God,2023-07-06T00:00:00,18.4,2023-07-06T09:10:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/laksevag/tennebekk,Tennebekk,/api/portlet/badeplass/015,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '19,2°C', 'temperature_reported_at': 'Sist målt: 6. juli klokken 08:40'}",God,2023-07-06T00:00:00,19.2,2023-07-06T08:40:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/laksevag/godvik,Godvik,/api/portlet/badeplass/018,"{'quality': 'Mindre god', 'quality_reported_at': 'Sist målt: 6. juli', 'temperature': '16,4°C', 'temperature_reported_at': 'Sist målt: 6. juli klokken 08:20'}",Mindre god,2023-07-06T00:00:00,16.4,2023-07-06T08:20:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/ytrebygda/sandholna,Sandholna,/api/portlet/badeplass/033,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '17,4°C', 'temperature_reported_at': 'Sist målt: 4. juli klokken 11:20'}",God,2023-07-04T00:00:00,17.4,2023-07-04T11:20:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/ytrebygda/gronevika,Grønevika,/api/portlet/badeplass/019,"{'quality': 'God', 'quality_reported_at': 'Sist målt: 4. juli', 'temperature': '16,9°C', 'temperature_reported_at': 'Sist målt: 4. juli klokken 11:10'}",God,2023-07-04T00:00:00,16.9,2023-07-04T11:10:00
