url,name,api,api_data,quality,quality_reported_at,temperature,temperature_reported_at
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/kalvtrevika,Kalvtrevika,/api/portlet/badeplass/022,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 8. mai', 'temperature': '13,4°C', 'temperature_reported_at': 'Sist målt: 23. mai klokken 08:50'}",Bra,2023-05-08T00:00:00,13.4,2023-05-23T08:50:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/holmen,Holmen,/api/portlet/badeplass/012,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 8. mai', 'temperature': '13,2°C', 'temperature_reported_at': 'Sist målt: 23. mai klokken 09:00'}",Bra,2023-05-08T00:00:00,13.2,2023-05-23T09:00:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/garnes,Garnes,/api/portlet/badeplass/017,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 8. mai', 'temperature': '12,0°C', 'temperature_reported_at': 'Sist målt: 23. mai klokken 08:30'}",Bra,2023-05-08T00:00:00,12.0,2023-05-23T08:30:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/arna/haukelandsvatnet,Haukelandsvatnet,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/sandviken-sjobad,Sandviken sjøbad,/api/portlet/badeplass/027,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 2. mai', 'temperature': '11,1°C', 'temperature_reported_at': 'Sist målt: 1. juni klokken 09:35'}",Bra,2023-05-02T00:00:00,11.1,2023-06-01T09:35:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/nordnes-sjobad,Nordnes sjøbad,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/helleneset,Helleneset,/api/portlet/badeplass/011,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 9. mai', 'temperature': '11,1°C', 'temperature_reported_at': 'Sist målt: 1. juni klokken 09:10'}",Bra,2023-05-09T00:00:00,11.1,2023-06-01T09:10:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/marineholmen-sandstrand,Marineholmen sandstrand,/api/portlet/badeplass/034,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 6. september', 'temperature': '11,2°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 18:44'}",Bra,2023-09-06T00:00:00,11.2,2023-05-31T18:44:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/sydnes-sjobad,Sydnes sjøbad,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/bergenhus/ballastbryggen,Ballastbryggen,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/notabunesetsaganeset,Notabuneset/Saganeset,/api/portlet/badeplass/026,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 3. mai', 'temperature': '11,4°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 09:55'}",Bra,2023-05-03T00:00:00,11.4,2023-05-31T09:55:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/skjoldabukta,Skjoldabukta,/api/portlet/badeplass/028,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 30. mai', 'temperature': '10,7°C', 'temperature_reported_at': 'Sist målt: 30. mai klokken 08:35'}",Bra,2023-05-30T00:00:00,10.7,2023-05-30T08:35:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/mjolkevika,Mjølkevika,/api/portlet/badeplass/014,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 24. april', 'temperature': '11,7°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 09:35'}",Bra,2023-04-24T00:00:00,11.7,2023-05-31T09:35:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fana/gamlehaugen,Gamlehaugen,/api/portlet/badeplass/016,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 30. mai', 'temperature': '-0,1°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 13:56'}",Bra,2023-05-30T00:00:00,-0.1,2023-05-31T13:56:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fyllingsdalen/kyrkjetangen,Kyrkjetangen,/api/portlet/badeplass/013,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 30. mai', 'temperature': '12,8°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 11:56'}",Bra,2023-05-30T00:00:00,12.8,2023-05-31T11:56:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fyllingsdalen/storavatnetkrohnegarden,Storavatnet- Krohnegården,/api/portlet/badeplass/023,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 30. mai', 'temperature': '11,9°C', 'temperature_reported_at': 'Sist målt: 30. mai klokken 09:45'}",Bra,2023-05-30T00:00:00,11.9,2023-05-30T09:45:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/fyllingsdalen/knappatjorn,Knappatjørn,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/laksevag/godvik-friluftsomrade,Godvik friluftsområde,/api/portlet/badeplass/018,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 30. mai', 'temperature': '11,0°C', 'temperature_reported_at': 'Sist målt: 30. mai klokken 10:45'}",Bra,2023-05-30T00:00:00,11.0,2023-05-30T10:45:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/laksevag/tennebekktjorna,Tennebekktjørna,/api/portlet/badeplass/015,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 9. mai', 'temperature': '12,0°C', 'temperature_reported_at': 'Sist målt: 9. mai klokken 10:15'}",Bra,2023-05-09T00:00:00,12.0,2023-05-09T10:15:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/laksevag/kirkebukten,Kirkebukten,,,,,,
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/ytrebygda/gronevika,Grønevika,/api/portlet/badeplass/019,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 3. mai', 'temperature': '11,5°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 08:10'}",Bra,2023-05-03T00:00:00,11.5,2023-05-31T08:10:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/ytrebygda/sandholna,Sandholna,/api/portlet/badeplass/033,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 1. september', 'temperature': '15,8°C', 'temperature_reported_at': 'Sist målt: 1. september klokken 11:02'}",Bra,2023-09-01T00:00:00,15.8,2023-09-01T11:02:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/ytrebygda/lonningshavn,Lønningshavn,/api/portlet/badeplass/024,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 3. mai', 'temperature': '11,3°C', 'temperature_reported_at': 'Sist målt: 31. mai klokken 07:45'}",Bra,2023-05-03T00:00:00,11.3,2023-05-31T07:45:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/asane/vollane,Vollane,/api/portlet/badeplass/032,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 9. mai', 'temperature': '10,7°C', 'temperature_reported_at': 'Sist målt: 1. juni klokken 08:35'}",Bra,2023-05-09T00:00:00,10.7,2023-06-01T08:35:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/asane/tommervagen,Tømmervågen,/api/portlet/badeplass/031,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 9. mai', 'temperature': '10,2°C', 'temperature_reported_at': 'Sist målt: 1. juni klokken 08:50'}",Bra,2023-05-09T00:00:00,10.2,2023-06-01T08:50:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/asane/toppesanden,Toppesanden,/api/portlet/badeplass/030,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 8. mai', 'temperature': '12,3°C', 'temperature_reported_at': 'Sist målt: 23. mai klokken 10:35'}",Bra,2023-05-08T00:00:00,12.3,2023-05-23T10:35:00
https://www.bergen.kommune.no/hvaskjer/tema/badevann-og-parker/badeplasser/asane/storakervika,Storåkervika,/api/portlet/badeplass/029,"{'quality': 'Bra', 'quality_reported_at': 'Sist målt: 8. mai', 'temperature': '11,6°C', 'temperature_reported_at': 'Sist målt: 23. mai klokken 10:00'}",Bra,2023-05-08T00:00:00,11.6,2023-05-23T10:00:00
